"#user_id","#account_id",新增日期,激励pv,激励ecpm,其他pv,其他ecpm,关卡数,cpa,7日回收
845694607653744642,03ab6210ad8121bc,2021-05-22,8,80.31,14,5.36,1,3.50,5.97
845699201877938176,48c17aa6f6e74d57,2021-05-22,8,111.63,22,17.73,3,3.50,1.28
845622218721206272,6476ecd7bf317f44,2021-05-22,32,37.42,164,6.51,16,3.26,4.05
845382590654582784,6c9031f696befaf9,2021-05-21,13,81.88,32,7.44,5,3.62,1.30
845356688825004034,6ef6ed5640266318,2021-05-21,46,35.44,113,5.88,16,3.62,2.29
845356445058605056,b399bbaf783264cb,2021-05-21,1,250.00,10,34.30,1,3.62,0.59
845356685633138688,516e3a85cf4b197b,2021-05-21,20,83.24,75,7.56,7,3.62,4.69
845280810908659712,b4f5b738fb8b1482,2021-05-21,7,151.40,45,22.49,7,2.36,2.07
845260494301564928,727e24f2a623b45b,2021-05-21,81,163.23,248,11.22,44,3.62,16.00
845264922656116736,84fe04a03e4d10ca,2021-05-21,2,99.75,19,27.26,1,3.62,0.72
845698615353159687,ccc19445b5b59e8f,2021-05-22,6,60.50,19,5.79,3,3.26,1.63
845698516998426624,38650bc3ee706b5a,2021-05-22,29,80.02,125,6.68,5,3.26,3.98
845702095545044994,19e8cbcbb0e89ab6,2021-05-22,14,59.89,48,7.08,8,3.26,1.18
845696173404205056,ebc4facc802f338,2021-05-22,2,98.75,6,6.67,1,3.50,0.24
845621616542625792,6bb4dc3a03dd0055,2021-05-22,6,201.67,31,15.55,5,3.50,2.84
845621679885004809,0ec4558e0915ba54,2021-05-22,3,148.45,12,13.75,1,3.50,0.61
845626269774786564,423f212c41e3ab5b,2021-05-22,13,81.77,18,5.56,1,3.26,1.16
845625873677299712,3dee08bd3a73d5c2,2021-05-22,7,115.29,34,15.66,5,3.26,1.34
845413768258392064,577dd3f11d7d1895,2021-05-21,1,145.35,14,13.57,1,2.36,0.34
845356645281435648,1ebccd70bb3d6dbd,2021-05-21,9,140.33,30,7.20,6,3.62,1.48
845259013683552256,02f9b4905961387c,2021-05-21,8,135.25,24,8.83,4,3.62,1.29
845260321284829184,d92f2c76d13d8ff6,2021-05-21,20,95.08,67,5.84,8,2.36,2.29
845735567884431365,c2f437df3946512f,2021-05-22,8,130.74,23,10.96,2,3.26,1.30
845699000453181445,d5f39889e59e7609,2021-05-22,11,89.82,36,6.67,7,4.92,2.10
845697250901626884,7aefec961a504677,2021-05-22,28,7.32,72,5.90,7,3.26,2.64
845641590483329025,f212de47c1098c12,2021-05-22,42,19.57,192,6.29,22,3.50,2.55
845627272897114112,b08307efff50a0fc,2021-05-22,13,165.39,34,11.56,7,3.26,2.54
845629237794320384,48d118fe1732b9c3,2021-05-22,15,72.79,106,8.06,10,3.50,1.95
845637082216542210,85061059436c4852,2021-05-22,15,83.26,53,9.01,11,3.26,4.30
845395200561123333,00d1bd904b0caf69,2021-05-21,79,80.99,290,8.99,27,3.34,9.01
845365441087549440,7bff4e31eecda6af,2021-05-21,11,94.09,20,5.05,1,3.62,1.14
845356749617246212,d33a45174dbec45c,2021-05-21,5,139.07,11,22.45,1,3.62,0.94
845356765503430656,440c15202632aed6,2021-05-21,14,99.36,38,8.55,1,3.62,1.72
845263045896318976,5f548fe12b0b8d37,2021-05-21,14,82.91,24,19.92,2,2.36,1.64
845263132642914304,73e2d2dbe548c918,2021-05-21,37,85.36,64,7.56,5,2.36,6.79
845276865213640713,ca803e1ecc87e908,2021-05-21,9,169.97,27,17.70,3,3.09,2.01
845264866979229697,fee2f52ba9136572,2021-05-21,7,205.40,18,13.06,3,2.36,1.67
845723493384990720,adab171bbf609ca4,2021-05-22,17,50.08,34,5.15,1,3.26,1.03
845706570993242114,8ff3c3864dcd6ef2,2021-05-22,25,75.59,108,9.48,13,3.26,3.93
845712150793293824,6155868dfdc0a08f,2021-05-22,19,51.00,22,6.59,5,3.26,2.38
845697510896447488,2a240933dea3f290,2021-05-22,35,73.77,160,11.12,20,3.26,7.82
845701007014105088,2ec431507672adb0,2021-05-22,2,70.05,14,11.43,2,3.26,0.30
845697428254236672,2f7a53b07c959277,2021-05-22,7,105.84,38,21.45,5,3.26,1.56
845635641305346051,fe481d86ed9890ee,2021-05-22,8,131.21,25,12.00,5,3.50,1.35
845628146589769728,b9f38c3b2a1e4f11,2021-05-22,5,112.00,15,6.00,2,3.50,0.65
845623947067396096,367240e0fede0c2e,2021-05-22,31,41.95,123,6.10,13,3.26,2.05
845624865180229635,dbf6be9d141c1297,2021-05-22,7,90.71,29,5.45,3,3.26,0.79
845259513694261251,4a9c193545e4da83,2021-05-21,1,100.00,15,13.73,1,3.62,0.31
845259792022384640,f84cae3edda27fdf,2021-05-21,1,59.50,9,11.44,1,3.62,0.16
845260831236698119,7f6c22b149af61d4,2021-05-21,146,113.62,441,11.02,43,3.62,21.66
845265711040966656,447ac941c992a0b1,2021-05-21,37,104.38,162,15.69,21,3.62,10.73
845275430041948160,ff9a19b0806b86ce,2021-05-21,7,148.43,18,7.00,2,2.36,1.17
845265439602388992,b4bc49396e0129d1,2021-05-21,16,67.18,61,19.31,5,3.62,2.25
845706440125067264,b0db2e42bc2119bc,2021-05-22,20,106.53,72,11.31,10,3.50,3.75
845622923580026880,6d42d2079e01c662,2021-05-22,53,74.10,230,6.96,21,3.26,5.53
845622793294057472,37cb149ad014afec,2021-05-22,49,56.80,131,5.69,5,3.26,16.07
845639567589126145,6fb3e0a4f24f73c2,2021-05-22,38,74.61,86,9.98,4,3.26,10.76
845626507705069568,9a1922b5a1cbee1d,2021-05-22,6,98.17,27,25.30,3,3.26,1.27
845628328991002624,466973c3b9a159c4,2021-05-22,23,49.87,67,6.46,16,3.50,2.37
845312239101161472,48879d2964b0d6fc,2021-05-21,33,58.94,70,6.71,11,4.07,2.42
845306316305207297,bef231464435da67,2021-05-21,75,74.08,257,12.49,19,3.62,8.77
845260709182451712,6f84146cbae95699,2021-05-21,20,249.92,59,7.78,4,3.62,7.43
845259761798230016,d4dd90ec78c6ff68,2021-05-21,11,113.52,26,9.35,4,3.62,1.49
845692296747429888,215d5af478a08b73,2021-05-22,5,188.00,16,11.59,2,3.50,1.13
845697173502439424,bef0c4a3576418e2,2021-05-22,5,83.50,19,8.84,17,3.26,2.48
845699154541023232,9edaf059f634156a,2021-05-22,39,179.38,109,11.03,22,3.50,10.86
845698254707625988,fb1ef9c9ff8e691e,2021-05-22,10,79.15,42,8.36,2,3.26,1.14
845699192963346434,05091dc6de61366c,2021-05-22,22,56.40,50,8.70,5,3.26,2.27
845701225957433355,7edf68094e774b1c,2021-05-22,35,55.01,119,6.50,7,3.26,2.70
845658017000988672,1251b0104c3ecc5f,2021-05-22,27,115.73,74,8.43,8,3.50,3.75
845628870870573061,361e75b2555b1dbb,2021-05-22,3,146.50,23,8.39,3,3.26,0.63
845628143842500608,cdeb6565a5ceb3c5,2021-05-22,3,97.50,7,7.14,1,3.50,2.44
845356444095754243,c378249552537ab6,2021-05-21,9,500.07,34,41.06,3,3.62,5.90
845357198632427520,a824d478eff17e03,2021-05-21,8,136.56,28,20.02,4,2.13,1.65
845311255392428032,41e1c7eb81143c84,2021-05-21,15,122.93,41,16.05,7,4.73,2.81
845649598335946753,88a27e5d197a3dc0,2021-05-22,9,85.83,11,5.91,1,4.19,0.84
845693257026637833,a63765e2dd49052f,2021-05-22,8,89.38,26,14.62,3,4.27,1.51
845621641083498505,d6286729407a7f3c,2021-05-22,1,97.50,6,24.00,1,6.74,0.71
845350393231581184,1e8b5410ce2f3572,2021-05-21,3,153.17,20,32.50,2,1.93,1.11
845314452613238784,9bbdd10468c7b76e,2021-05-21,2,99.63,9,51.33,1,1.88,0.66
845326093186764800,8f4829548e081984,2021-05-21,8,241.28,39,31.95,4,2.39,3.82
845309511444606976,771b037b1bcf3da8,2021-05-21,5,220.22,16,25.94,2,12.06,1.52
845307687444815872,1a1f1d057b34b5e6,2021-05-21,11,98.41,86,18.01,10,3.18,2.63
845265469434634240,dc44c9d04f63c0d8,2021-05-21,3,100.00,8,9.75,1,2.20,0.38
845320536925147136,4aeb5421b7fcfc6f,2021-05-21,11,83.27,44,13.59,6,3.16,1.68
845272700097802240,585db717e86d3340,2021-05-21,29,183.52,87,20.82,18,3.28,7.13
845695334617063424,ccefc054ce2094b1,2021-05-22,15,77.40,25,7.20,4,4.27,1.87
845635743004635136,f10d090aaffed13a,2021-05-22,15,56.00,36,5.97,7,4.27,2.13
845280219482435589,8ea42523ad0c43d9,2021-05-21,5,43.00,17,7.78,3,3.70,0.35
845722596999311366,f7adcd7c5337d65b,2021-05-22,4,81.25,20,6.40,3,1.54,0.45
845634313275453448,27dba584a76f6842,2021-05-22,15,67.57,51,5.98,5,6.74,1.32
845308786694041600,8b15764df1f42388,2021-05-21,11,81.36,90,11.60,6,3.18,1.94
845623535514558471,e576921ae25162de,2021-05-22,2,129.75,30,10.97,3,4.19,0.59
845638748028014592,b7bd9c98efb1dacc,2021-05-22,5,97.50,11,5.91,2,6.74,0.55
845694564188172289,2ae33acf0a48936a,2021-05-22,15,142.23,35,6.43,9,1.54,2.50
845703407045185539,5002fc7deaba59d8,2021-05-22,12,50.37,24,5.13,4,2.49,0.73
845633825524035589,512743b47483c4b2,2021-05-22,80,59.26,367,6.09,35,4.27,24.68
845341388463546368,76d1e88303a2e4d6,2021-05-21,6,148.55,14,6.07,4,2.39,0.98
845638446657187840,33581a26c13ae428,2021-05-22,21,73.41,74,6.08,12,6.74,1.99
845371937397551104,1130f8d1d0655ffd,2021-05-21,10,180.00,17,5.47,5,1.82,1.89
845324722991534080,cf93940e0becc401,2021-05-21,15,65.50,42,8.93,6,2.39,1.62
845704006883487752,3b6608dbe0f664f3,2021-05-22,3,88.38,6,5.83,1,1.54,6.63
845342790075953152,44af48c4e3bd427e,2021-05-21,61,83.11,124,6.68,1,3.16,5.90
845309682953891846,f9f4c414cc352848,2021-05-21,4,97.50,2,34.00,2,3.18,1.08
845629554116145158,d1a02bd4175f4f49,2021-05-22,3,135.00,14,6.29,1,3.13,0.49
845262818778951680,f6580a40a300062b,2021-05-21,7,127.43,25,7.72,3,0.84,1.08
845716948802744320,39e29f89606126b6,2021-05-22,14,58.64,32,5.28,7,2.29,2.64
845308822057914370,5ab552ebdc742e85,2021-05-21,13,80.35,39,24.59,2,2.42,2.00
845311792262680576,8cb29b69c581b0d5,2021-05-21,2,97.50,10,21.80,1,4.01,0.41
845311853200027649,b7a3364045e96141,2021-05-21,1,100.00,10,16.30,1,1.93,0.26
845270793308483585,0fb2c5f0a149618d,2021-05-21,3,119.83,9,28.83,1,4.90,0.62
845308879228776451,0a3e98d41918d583,2021-05-21,8,84.06,13,6.15,2,3.28,0.75
845625716120625152,cd72610682e9cc65,2021-05-22,12,95.42,30,7.13,2,5.75,1.96
845311939914764288,4c8ef88c66ee8868,2021-05-21,7,157.00,21,5.48,2,2.85,5.59
845307955750248448,d435f4355b666283,2021-05-21,1,350.00,24,46.13,3,2.44,1.46
845307053934784512,161eb573d61311c1,2021-05-21,25,73.56,50,14.08,1,3.18,2.54
845777499314597888,79fe1cd90e85a409,2021-05-22,17,102.06,52,13.85,6,1.54,2.91
845693014663634947,a2e10b3f02ef366d,2021-05-22,3,74.17,9,6.56,1,4.27,0.28
845316978589184000,456ab2bd25ee76a1,2021-05-21,9,156.67,15,15.73,3,1.88,6.27
845289718689304581,e7fb401a6fd5f932,2021-05-21,37,28.80,50,15.80,5,1.93,7.29
845133471235182592,85a1606f2e31fc88,2021-05-21,4,175.55,14,5.50,3,0.00,0.78
845309007115460612,b1fc18ed4dd31f60,2021-05-21,3,349.71,13,16.54,3,5.07,1.26
845307419485155330,d395eaec232b10e6,2021-05-21,4,63.75,13,26.54,2,0.84,0.60
845701337150271493,a3f9593f53399a46,2021-05-22,3,53.33,12,5.42,1,4.96,0.23
845695166907158533,82ab1fd4a5c1d582,2021-05-22,3,183.67,19,12.89,2,4.27,0.80
845625109636849666,ea3b72671135ed29,2021-05-22,46,131.04,104,11.82,16,4.19,7.26
845356435666898944,c77e7500df20b823,2021-05-21,5,520.00,30,25.53,1,2.10,3.37
845360671230267392,0751f56343add231,2021-05-21,1,200.00,8,6.87,1,2.39,0.26
845308670623227904,35aab003f48fc203,2021-05-21,47,44.47,133,8.53,8,1.88,3.23
845798830858571776,1576653babba54e6,2021-05-22,3,72.33,12,6.25,2,4.08,0.29
845699438755450886,c754a1a0cf09afe3,2021-05-22,10,104.52,36,7.64,6,4.08,12.76
845635574590746628,415b0b06a9f4af41,2021-05-22,3,180.00,9,11.67,1,7.17,1.29
845361482918670337,fe19df90826c66a7,2021-05-21,1,145.35,3,5.00,1,3.70,0.16
845264727718109185,12069cfda4a6f3e2,2021-05-21,6,196.14,17,19.41,3,2.20,1.51
845234256843780099,97699e35bd8cd9ce,2021-05-21,11,117.82,8,6.63,1,0.28,1.35
845308092347985920,500999749043e751,2021-05-21,5,101.44,5,7.00,1,1.88,0.54
845637184903847936,bc762b048bf3fcbb,2021-05-22,50,88.27,198,6.72,33,4.27,6.79
845634716375588864,de609ff148b32c9c,2021-05-22,12,245.83,27,17.59,3,4.27,19.82
845306627489009664,851d235548d781d6,2021-05-21,10,231.26,23,10.00,6,3.16,2.54
845699232532410370,f00448bb9b6f26a1,2021-05-22,2,97.50,14,5.36,1,4.27,1.37
845334934865981440,52dfb7f0df74b4ba,2021-05-21,49,87.79,123,9.46,21,2.39,10.28
845310394651783169,b03dec37e1e30736,2021-05-21,3,98.17,24,11.92,2,1.93,0.58
845645432119504905,5d51b2c553558ab6,2021-05-22,27,118.33,68,9.82,8,6.74,4.56
845635580855197696,c5c21df4f89ae831,2021-05-22,30,56.55,117,6.52,12,10.69,2.46
845635106109657090,28e4a8c9784598d1,2021-05-22,2,170.00,5,7.00,1,3.17,0.38
845308840347578371,0f003a20b816e135,2021-05-21,4,262.60,19,34.73,1,3.18,1.71
845309734841626624,76f1b08d736c458e,2021-05-21,14,132.14,29,5.45,1,3.18,2.01
845635342051840000,0101643bf2c2af5c,2021-05-22,7,92.14,37,7.38,5,4.27,1.13
845262684538413056,952f7894283203fc,2021-05-21,3,99.83,7,5.71,1,2.20,0.34
845366318120710144,2f1bcaff6af62ea6,2021-05-21,1,99.25,17,23.91,1,3.62,0.78
845356372842917888,bc6181e7a264341c,2021-05-21,5,143.90,22,20.59,1,3.62,1.17
845330548070289413,4eb3a3dfc8da5f9a,2021-05-21,8,247.54,20,31.00,2,3.62,2.60
845698108087341056,4f489de40eaba594,2021-05-22,12,156.67,19,39.53,2,3.26,2.63
845699250469609472,049317dedd87202c,2021-05-22,35,50.37,63,5.44,6,3.26,7.27
845696784579567616,326d0bb5618af018,2021-05-22,7,82.86,155,11.47,19,3.50,2.36
845700233950011392,6154a2a8e8c0be1,2021-05-22,14,58.57,35,5.86,5,3.26,1.81
845621806005227522,57df9aebeb9eca50,2021-05-22,21,90.40,95,9.68,12,3.26,3.65
845623527337504777,bd1e0c95ff97f6de,2021-05-22,6,99.42,17,19.65,1,3.26,0.93
845623735096320001,8a6741790e70676c,2021-05-22,29,63.38,128,6.27,10,3.26,6.71
845624824660897798,ee4cd46776f97d5b,2021-05-22,29,44.22,55,5.82,5,3.26,2.57
845624225577570310,3031ec6d7c293abb,2021-05-22,4,142.50,14,7.86,1,3.26,0.68
845629192577224711,8734ef972cd7abe7,2021-05-22,28,50.89,142,5.98,7,3.50,14.98
845633760411660289,d6effb32ebb48e69,2021-05-22,97,75.12,436,6.75,64,3.50,10.23
845259490457817088,2feb421f0be6514f,2021-05-21,2,99.50,35,15.50,4,3.62,0.74
845785417376215051,12ee5edcf623a1bb,2021-05-22,37,32.99,54,5.65,5,3.26,3.95
845705347072667653,736b533d02a82e07,2021-05-22,12,96.42,35,8.77,5,3.26,2.07
845706511056637952,1e01cfe6fb19b6a4,2021-05-22,5,109.90,9,21.67,2,3.50,0.74
845698966691389440,8594e33f33d11dcc,2021-05-22,5,74.90,27,19.81,2,3.26,2.16
845358355452669952,38b77f37278eb5af,2021-05-21,9,333.37,29,10.14,4,3.62,3.29
845356612117073920,1aaae87d333da87b,2021-05-21,172,14.85,314,5.66,45,3.62,10.45
845692846947840001,d44d75323a5963ee,2021-05-22,7,42.50,9,5.56,2,3.50,0.35
845697037563207680,c2f38690d193eea7,2021-05-22,12,111.36,30,20.63,4,3.26,1.96
845622028521443328,a0a8e29cb40e1c31,2021-05-22,160,39.67,504,6.82,41,3.26,9.79
845308255122890752,0a294d80b6b86119,2021-05-21,16,82.31,47,19.64,3,3.30,2.24
845309860435865600,6eebc24f2dad404d,2021-05-21,6,366.67,13,58.00,1,3.34,2.95
845636208339853312,0dfa9c5a507a4a9d,2021-05-22,290,49.64,1248,6.42,153,3.50,23.48
845628855212576769,ec7e4281b8cf7022,2021-05-22,2,80.00,8,7.38,1,3.26,0.22
845356941754118144,357e1d6915d5661d,2021-05-21,25,115.16,120,21.11,4,3.18,7.57
845264079945605120,80f9135b151798d9,2021-05-21,7,109.86,24,14.56,5,2.20,1.12
845636012301619200,bf0ca87865915117,2021-05-22,26,90.94,49,7.96,5,7.39,2.75
845719004934451200,d8e521192424bbcc,2021-05-22,5,99.40,19,10.76,3,6.74,1.23
845694491530244100,152875f420dc8f08,2021-05-22,32,55.28,143,6.75,18,4.27,4.13
845699386486693888,6972cb0dfd09cccf,2021-05-22,8,97.50,15,24.07,1,4.08,1.14
845330660882788352,85f54f94e4a9415d,2021-05-21,10,227.92,17,19.12,1,2.39,2.60
845634151872602112,8b794084e14becea,2021-05-22,14,353.45,33,33.20,5,6.74,6.04
845635586013532162,7614a2c050eaccd8,2021-05-22,20,132.48,47,7.57,5,2.69,3.12
845307325447020544,810940911eab4012,2021-05-21,3,98.17,9,10.78,1,4.65,0.39
845631711202910208,34e3c8e6d9a12cf1,2021-05-22,9,78.50,27,6.11,5,4.96,0.87
845350524515135490,41f04d4aae29cfea,2021-05-21,6,107.52,7,9.71,1,2.44,0.71
845702089679712260,d0492b1d541c6b2a,2021-05-22,14,56.79,15,19.67,9,4.48,10.68
845306830692954117,1c674a0d283333c4,2021-05-21,74,48.60,344,7.40,38,3.16,6.83
845262394778456064,e8e4b3eaa008f5c7,2021-05-21,21,139.56,51,12.96,10,1.93,3.59
845697831679172608,bef3bc7c72712703,2021-05-22,124,21.80,561,6.69,62,3.26,6.46
845698709051412480,1fd67fd22682fe27,2021-05-22,8,112.44,26,7.88,4,3.26,4.73
845377170108719104,33fb41387b0474f3,2021-05-21,19,122.53,61,6.31,4,3.62,2.71
845359297109827584,8015fb51f991e86e,2021-05-21,8,86.13,25,12.08,4,3.62,0.99
845357004614152192,1f3ffc36a98f9de0,2021-05-21,4,90.23,9,6.67,2,3.62,0.42
845467815024402432,316863e04b761c49,2021-05-22,25,119.71,46,6.54,6,3.26,3.29
845621846228602880,3a1c21cc85931d27,2021-05-22,14,95.61,39,8.17,4,3.26,2.38
845624268538130432,d3c4c85d8eb3ae47,2021-05-22,58,142.62,155,8.33,24,3.50,9.56
845623505762004992,31813aa8060fbdf1,2021-05-22,9,71.81,22,8.32,4,3.50,0.83
845628826670338052,fcf83bc5c3d456ee,2021-05-22,45,21.56,160,8.96,20,3.50,11.70
845260730741174282,b5b464dca1a4326f,2021-05-21,8,184.87,16,17.50,2,3.62,1.76
845259190216953860,da68a88eb3279f4f,2021-05-21,38,78.14,181,12.46,12,3.62,5.22
845259791580143616,12ec0bbd0a1bf702,2021-05-21,9,85.50,27,6.11,6,3.62,0.93
845782938103844864,a1525fce73b0f0b9,2021-05-22,55,7.38,134,5.59,16,3.26,3.95
845692693589004288,a3d9041f2376693f,2021-05-22,2,97.50,4,6.25,1,3.50,0.22
845695440541855744,6dc2d046f73299b6,2021-05-22,30,53.05,79,6.39,7,3.50,6.05
845699116217667584,72080b986311c587,2021-05-22,8,85.31,19,16.58,2,3.26,1.34
845370999951990784,f0072308a255b366,2021-05-21,3,466.67,23,17.83,3,3.62,1.81
845357501706285056,8ce6a1e478165779,2021-05-21,1,298.04,6,5.83,1,3.62,0.33
845356620155858947,b4b9879575e5caa4,2021-05-21,26,47.06,91,5.98,11,3.62,1.77
845697577822457856,8f1d7d5df071186b,2021-05-22,13,90.78,20,12.25,1,3.26,1.43
845307938521886720,afb8efb30ef92434,2021-05-21,12,61.25,24,15.42,3,2.33,1.11
845629204749754368,4d673b365243f934,2021-05-22,20,85.65,72,6.11,11,3.50,3.02
845625428376432641,ee22fce4fcec1527,2021-05-22,41,61.09,169,6.33,18,3.26,4.26
845275804415438849,d48727d1883b3735,2021-05-21,51,133.58,146,9.73,25,3.62,8.23
845695901648556032,6720593f28df9e30,2021-05-22,54,74.43,236,8.45,31,3.26,8.52
845697337442701312,6ac150593cac8518,2021-05-22,15,47.07,42,7.88,9,3.26,1.40
845697706839908352,9dc98f6818d35bbc,2021-05-22,3,84.83,10,6.00,1,3.26,0.86
845700887040892931,32928f699d870a95,2021-05-22,12,87.29,33,4.45,5,3.50,2.92
845701139191705600,2c66b535e6d7f341,2021-05-22,5,95.40,12,7.92,1,3.26,0.57
845362743141605376,80657fdfd6bbf7d2,2021-05-21,2,750.00,7,9.86,1,3.30,1.57
845370956377366528,ebdd65b55c1d1df0,2021-05-21,4,79.63,12,32.92,2,3.62,0.71
845358627897880578,144c28877f7584a8,2021-05-21,4,194.95,12,9.58,1,3.62,0.89
845356307514134528,a11d3782673697b4,2021-05-21,28,56.16,41,5.59,1,3.62,2.66
845357390368485376,98466b5359ba06b1,2021-05-21,13,115.15,26,9.85,2,3.62,1.75
845356833446961160,44b0bf33fd40afb6,2021-05-21,11,140.91,15,20.67,1,3.62,1.86
845698114150608898,ad637d84d3f60eb9,2021-05-22,82,42.80,337,6.43,36,3.50,6.04
845674961557135360,9b29388890bbc93b,2021-05-22,4,187.50,14,10.29,2,3.50,0.89
845657458577387520,a1601b84f89a3028,2021-05-22,4,174.75,6,5.83,2,3.26,0.73
845300874768691202,02a863049466c179,2021-05-21,14,97.96,32,11.13,1,2.36,1.73
845628448923590656,50ad124b179e5272,2021-05-22,7,130.86,25,9.30,3,3.50,1.42
845635777765187589,a22bd12cc37d6c00,2021-05-22,4,125.00,21,5.24,2,3.26,0.61
845626405326303232,d31fd8243da48081,2021-05-22,30,98.20,120,7.74,12,3.26,3.88
845625919933779968,ccecddcbff17c527,2021-05-22,32,75.03,158,8.72,18,3.26,6.23
845625287218827268,1d73e81c7a0d35ba,2021-05-22,5,97.50,26,9.65,3,3.50,0.74
845259199205347328,f3aaf45b13740ae1,2021-05-21,8,98.19,22,5.91,3,3.62,0.92
845693103356387328,cf488eb8fd217cac,2021-05-22,18,65.81,24,6.88,1,3.50,1.35
845365536986116100,4430a015819a65f2,2021-05-21,2,122.43,16,23.38,1,3.62,0.62
845622242746179589,eea429a4e6981492,2021-05-22,13,89.42,76,12.58,9,3.26,2.12
845314224118444032,0e4f1d0de1e72664,2021-05-21,14,123.22,42,10.94,3,3.82,3.94
845635366458494976,83585bef85be56c1,2021-05-22,13,70.88,25,5.60,1,3.50,1.59
845625876015222787,bcb94583a338816e,2021-05-22,51,38.83,149,6.18,9,3.26,7.36
845260474224091136,a1a3b12087c52b64,2021-05-21,11,119.15,26,39.15,1,2.36,4.28
845260053023694848,c6faa22de55aa071,2021-05-21,3,350.00,44,35.18,3,2.36,2.60
845273505704321026,08658eca01de3bf1,2021-05-21,18,106.46,70,12.90,13,3.62,2.82
845705059909644288,01d4c700350dc30c,2021-05-22,2,200.00,6,5.83,1,3.50,0.44
845717623634399232,9b66974bafa94f53,2021-05-22,14,81.61,52,9.04,10,3.50,1.61
845697226094817285,1b71ed8114f9e50c,2021-05-22,11,100.32,27,14.41,1,3.26,1.49
845698035350380547,310b9d6bd541feaa,2021-05-22,4,139.88,22,6.55,4,3.26,0.70
845370670151512064,49c092be96d22f91,2021-05-21,4,99.75,6,6.67,1,3.34,0.44
845327741647204354,cf4b46ca6ff9caf7,2021-05-21,2,375.50,7,16.86,1,3.30,0.87
845623398425571328,a8764e4dcebe5819,2021-05-22,5,97.90,11,5.91,2,3.26,1.22
845635994344108032,157ef2fadd2f7d57,2021-05-22,20,59.28,107,8.16,12,3.50,2.06
845624429329129472,7898729371137887,2021-05-22,10,75.15,30,5.83,2,3.50,0.93
845624531212308480,ac5194f41a804bf9,2021-05-22,12,105.00,32,6.88,5,3.50,1.48
845258757570301961,d230fb0888cc9d88,2021-05-21,72,65.93,257,5.22,1,2.36,7.47
845263403332407296,76bef8c42e637aa3,2021-05-21,50,374.45,204,22.97,47,3.62,23.41
845268897527373826,e63bdaaf5e677870,2021-05-21,3,733.33,8,44.88,1,3.62,2.56
845721420591669248,14eaef691a4a8d4f,2021-05-22,2,100.50,12,14.58,1,3.26,0.38
845697291003367428,4532d4afa6955ae5,2021-05-22,4,89.88,10,5.30,2,3.50,0.41
845699408386994176,633ac94ee780c9cb,2021-05-22,17,113.21,28,23.75,1,3.26,2.59
845693547259891716,5d7e7d0a89ca4ebd,2021-05-22,3,104.17,16,5.06,1,3.50,1.02
845370155545661440,9e05bede5f00c129,2021-05-21,7,292.86,32,21.06,4,3.62,3.51
845357166258434048,c52407df5be74f65,2021-05-21,5,270.75,16,22.69,2,3.62,1.72
845261738408288256,60ad6a4d4bd23b27,2021-05-21,3,145.83,18,13.00,1,2.36,0.67
845261156897398788,237fae4d079aa336,2021-05-21,8,83.38,36,9.03,4,2.36,0.99
845259425694228480,114a97392ba54767,2021-05-21,8,85.31,67,9.39,10,2.36,1.31
845628083974844418,5ebd54233a5d7889,2021-05-22,17,129.74,117,11.56,21,3.50,3.56
845626170803490816,e0fc7becbc6193f7,2021-05-22,19,89.04,54,7.41,1,3.50,5.44
845635231264153600,9804b50e4a30c5eb,2021-05-22,63,152.44,190,9.23,35,3.26,11.36
845628995897921536,c17300291895b5d4,2021-05-22,10,98.65,31,7.90,5,3.50,1.23
845631583259201541,e9a5d07ed0eb7c11,2021-05-22,45,146.77,80,9.50,6,3.50,10.49
845698314982273024,0e68768cf5c4ab7d,2021-05-22,56,23.68,129,6.54,13,3.26,3.68
845685538738024448,3147648cf2a0311b,2021-05-22,101,76.96,279,7.15,26,3.50,11.26
845357503642214400,94542c20daa7f323,2021-05-21,97,22.38,229,6.14,13,3.62,3.80
845312548315336712,babca16c92b7df68,2021-05-21,10,119.95,33,42.05,4,3.30,2.59
845628448986505216,052c28db768c8e4e,2021-05-22,7,78.14,18,10.83,4,3.50,2.58
845710041092595712,08ff10d3c4eea120,2021-05-22,58,86.10,326,10.15,32,3.26,10.43
845694422320033794,aea7ac255a11e3c9,2021-05-22,4,99.75,13,12.31,8,3.26,0.67
845699099423674368,62a468cfdc4f1b47,2021-05-22,9,122.41,19,10.00,4,3.26,1.29
845700092538392576,0983b91d3368d265,2021-05-22,28,38.50,67,6.19,11,3.26,10.53
845699894410358784,298fcf9e99754d0c,2021-05-22,9,86.61,29,16.17,5,3.50,1.25
845346058342240256,a2c8753ec09c03f1,2021-05-21,23,147.50,48,35.50,11,2.36,6.70
845356670615691264,b1c22452c9bfb393,2021-05-21,18,84.83,67,11.24,9,3.82,2.28
845360636646535169,e3a3c42f430c0b02,2021-05-21,4,268.97,14,22.71,3,3.62,1.39
845362062917771264,4b7ea041d6b64d7f,2021-05-21,16,174.66,54,19.26,7,3.62,3.83
845292574906130432,0e01f0670a9efd20,2021-05-21,6,126.00,13,8.31,3,2.57,0.86
845258839558860802,812edabc9430a483,2021-05-21,3,180.00,10,6.50,2,3.62,3.05
845259422200373248,4c9601f8ad4fdf59,2021-05-21,24,242.53,60,28.88,12,3.62,7.55
845258816047288323,427eb8b8708b9d4c,2021-05-21,16,264.31,45,30.98,8,3.62,6.37
