539,1,60,8,8.63,1,0
540,4,97.5,20,12.25,1,0
541,13,85.12,50,9.56,5,0
542,4,118.63,13,9.46,1,0
543,9,99.72,48,9.69,6,0
544,4,111,11,5.45,1,0
545,4,111.88,13,5.31,2,0
546,9,79.67,22,8.09,4,0
547,29,88.79,93,6.63,14,1
548,28,162.99,54,38.5,1,1
549,3,329.29,16,23.75,1,1
550,9,102.22,20,5.85,3,0
551,13,157.64,31,6.16,6,0
552,10,94.83,26,11.96,5,0
553,1,97.5,15,10.33,1,0
554,35,51.94,136,6.29,5,0
555,3,185.52,18,24.11,3,0
556,24,49.77,100,8.8,12,0
557,14,59.79,15,7.67,1,0
558,10,572.74,26,32.19,5,1
559,6,136.08,18,10.81,1,0
560,8,97.5,28,6.25,2,0
561,118,30.54,495,6.23,29,1
562,26,51.63,54,10.46,5,1
563,12,229.81,36,24.61,3,0
564,7,139.5,67,12.31,9,0
565,57,66.66,210,20.08,3,1
566,89,87.81,297,11.02,30,1
567,42,274.29,87,10.55,17,1
568,1,350,6,6.83,1,0
569,10,135.1,27,10.41,5,0
570,11,377.3,44,33.27,2,1
571,26,67.49,110,9.68,8,0
572,29,96.66,53,9.49,4,1
573,66,46.42,318,6.19,36,1
574,32,70.16,66,7.24,7,1
575,2,112.68,21,24.9,1,0
576,9,104.39,45,12.38,7,0
577,3,97.5,15,14.13,2,0
578,13,94.04,58,8.97,8,0
579,9,116.28,22,12.93,5,0
580,12,71.53,21,11.1,3,1
581,1,99.25,13,10.46,3,0
582,8,172.5,21,7.81,3,0
583,27,48.41,59,7.02,3,0
584,3,148.82,12,19.17,2,1
585,3,73.33,10,7.9,1,0
586,56,148.37,175,10.69,35,1
587,2,165,8,47.5,1,0
588,27,79.15,117,6.91,15,1
589,5,100.3,19,5.47,2,0
590,23,75.76,146,13.99,15,1
591,4,98.56,14,38.57,1,0
592,2,97.5,33,19.3,4,0
593,12,73.71,34,5.88,5,1
594,2,344.92,6,13.33,1,0
595,4,310,9,10.89,1,0
596,6,71.4,10,5.5,1,0
597,9,93.86,28,9.04,6,1
598,3,450,16,49.69,1,1
599,3,173.33,10,9,1,0
600,1,350,5,5.8,1,0
601,3,333.43,5,6,1,0
602,43,127.59,125,8.66,19,1
603,15,147.25,35,25.14,3,0
604,1,145.35,9,5.89,1,0
605,32,83.49,95,9.72,7,0
606,8,107.5,24,11.83,3,0
607,19,98.29,57,7.54,8,0
608,12,243.76,19,5.79,3,0
609,49,36.82,70,5.84,1,0
610,5,95.8,11,6.55,3,0
611,19,79.36,36,13.47,2,0
612,3,143.33,6,11.67,1,0
613,74,44.18,163,8.67,5,1
614,10,150,28,13.75,4,0
615,4,375,14,18.14,1,0
616,35,59.47,124,16.29,8,1
617,6,46.92,18,5.22,1,0
618,7,130.86,23,5.65,5,0
619,2,225,13,14.08,2,0
620,96,55.76,407,8.29,40,1
621,32,40.11,89,6.16,9,0
622,22,98.7,101,16.67,10,0
623,5,68.06,14,9.36,3,0
624,11,163.64,26,10.88,4,0
625,3,160,8,19.13,1,0
626,86,48.04,315,11.12,31,1
627,23,81.79,93,6.88,12,0
628,22,24.82,60,7.68,11,0
629,5,83.9,22,5.23,1,0
630,5,204.18,16,14.69,1,0
631,30,76.38,107,6.4,16,0
632,5,92.73,26,11.85,2,0
633,17,312.02,50,45.28,6,1
634,2,99.75,9,4.67,1,0
635,50,135.25,145,17.23,32,1
636,7,382.79,14,26.43,2,1
637,50,41.27,97,6.57,1,1
638,6,600,10,23.3,1,1
639,4,80,8,6.13,1,0
640,69,25.92,333,5.96,31,1
641,38,29.81,348,6.28,29,1
642,1,68.4,13,14.62,1,0
643,3,100,35,24.66,2,0
644,6,223.33,50,15.09,3,0
645,29,62.91,146,8.7,21,0
646,13,85.96,38,10.24,1,0
647,11,277.41,29,35.66,3,1
648,20,84.34,32,5.47,1,0
649,6,75,10,30.5,1,0
650,2,180,18,34.94,1,0
651,5,61.8,8,5.63,1,0
652,4,89.38,13,5.77,2,0
653,7,167.16,25,12.6,4,0
654,38,77.53,161,13.63,17,1
655,4,180,36,25.18,1,0
656,23,102.55,55,9.36,7,0
657,28,70.08,131,13.19,20,1
658,71,125.26,259,14.9,33,1
659,6,40.53,13,5.23,2,0
660,15,119.73,5,10,6,0
661,34,18.6,32,5,1,1
662,28,108.41,70,11.43,14,1
663,17,22.85,23,5.17,1,0
664,8,44.38,19,6.11,5,0
665,25,66.14,94,7.55,9,0
666,14,106.61,58,7.03,6,0
667,15,103.47,61,20.05,12,0
668,7,120,20,18,4,0
669,10,83.4,24,6.67,1,0
670,48,106.73,163,11.09,18,1
671,9,54.33,32,6.88,3,0
672,12,118.75,22,11.36,2,1
673,48,188.12,126,12.73,22,1
674,36,101.35,183,14.71,11,1
675,25,65.81,85,6.76,18,0
676,9,43.61,21,4.38,4,0
677,8,131.91,16,11.84,3,0
678,34,114.32,106,7.29,13,1
679,5,97.9,24,5.83,3,0
680,7,93.36,20,12.5,3,0
681,7,628.57,20,62,2,1
682,38,85.25,169,9.33,24,1
683,80,54.46,166,8.05,28,1
684,25,96.91,65,23.37,8,1
685,9,244.54,21,29.24,1,0
686,17,78.14,72,6.43,9,0
687,4,262.53,13,56.15,1,0
688,59,73.84,105,8.38,5,1
689,27,95.19,46,5.26,6,1
690,10,127.85,25,9.66,4,0
691,19,59.32,63,5.79,7,1
692,6,176.67,17,8.06,4,0
693,70,56.11,299,6.29,30,1
694,4,99,8,9.38,1,0
695,2,170,12,22.54,1,0
696,9,166.67,21,10.86,3,0
697,43,24.51,102,5.98,15,0
698,13,96.81,32,11.25,5,0
699,5,72.86,6,5.83,1,0
700,3,604.89,26,19.46,2,0
701,9,114.18,18,8.33,3,0
702,78,48.99,359,9.6,38,1
703,70,99.49,208,14.47,37,1
704,10,61.3,20,23.45,3,0
705,3,216.67,15,16.6,2,0
706,4,387.5,9,34.33,2,0
707,10,103.2,15,7.67,4,0
708,1,99.5,25,22.52,2,0
709,12,160.18,17,10.29,1,0
710,44,15.6,147,5.82,14,1
711,115,77.26,465,6.92,53,1
712,22,80.75,37,5.49,1,0
713,21,56.4,50,5.96,10,1
714,10,65.1,29,5.34,2,1
715,7,190,26,15.77,3,0
716,11,169.8,21,6.43,3,0
717,3,115.67,16,11.53,2,0
718,71,16.72,268,7.29,32,0
719,12,131.98,24,8.33,5,0
720,33,87.92,145,16.19,20,1
721,3,99.5,8,5.63,1,0
722,13,95.5,47,7.36,7,0
723,2,31.25,23,7.09,3,0
724,14,78,49,7.45,6,1
725,8,149.26,20,6.25,5,0
726,17,99.92,64,10.13,8,1
727,1,150,8,20.88,1,0
728,24,94.27,99,8.4,9,0
729,4,99,19,5.79,4,0
730,6,53.6,18,15,2,0
731,3,243.33,12,34.42,1,0
732,17,88.02,40,11.84,3,1
733,17,83.41,40,5.75,5,0
734,6,157.85,22,7.95,4,0
735,4,134.25,6,5.83,2,0
736,76,61.41,367,7.13,40,1
737,15,80.29,39,7.18,8,0
738,10,114.25,28,14.93,3,0
739,12,88.46,30,10.33,4,0
740,11,49.6,25,6.44,5,0
741,12,61.87,28,7.61,5,0
742,360,41.3,1566,10.6,298,1
743,21,46.33,75,6.61,6,1
744,83,71.49,327,6.56,35,1
745,65,28.47,270,6.6,23,1
746,14,127.79,27,6.26,8,1
747,102,25.42,479,6.38,63,1
748,9,272.22,21,6.86,3,0
749,14,65.69,40,5.58,2,0
750,9,143.56,17,13.12,3,0
751,2,129.75,10,17,1,0
752,41,63.43,158,8.47,20,1
753,19,59.13,44,6.23,4,0
754,6,92.08,12,9.08,2,0
755,12,67.87,66,9.58,11,1
756,55,150.58,136,10.36,29,1
757,7,78.57,38,7.34,3,0
758,8,136.88,17,8.24,1,0
759,14,70.89,44,16.14,6,0
760,17,70.34,56,7.05,10,0
761,11,120,22,6.27,4,0
762,14,84.18,88,9.17,5,0
763,4,97.5,32,7.16,5,0
764,33,45.23,160,6.41,20,1
765,13,77.09,66,13.15,8,0
766,149,55.87,642,6.67,70,1
767,16,110.55,44,8.7,8,0
768,9,118.57,27,13.04,4,0
769,3,166.67,15,20,3,0
770,5,107.82,32,10.98,5,0
771,14,113.12,84,14.86,10,1
772,18,102.74,60,7,5,0
773,5,275.85,28,30.18,4,0
774,10,69.28,29,7.93,2,0
775,13,64.96,29,7.07,1,0
776,10,74.2,30,6.67,5,1
777,10,99.15,21,19.05,2,0
778,6,121.42,29,10.59,4,0
779,10,89.53,6,5,1,1
780,19,67.76,53,5.85,6,0
781,32,116.19,107,10.37,17,1
782,32,173.66,97,10.48,19,1
783,33,78.97,102,8.36,7,1
784,4,180,11,33.64,1,0
785,28,44.71,58,5.91,7,0
786,1,200,6,15.67,2,0
787,2,100,14,9.93,3,0
788,14,101.29,43,23.72,2,1
789,3,99.67,13,20.31,1,0
790,5,79.5,14,5.36,1,0
